STATE,DISTRICT,NAME,PARTY,CHAMBER,EXPERIENCE,VOTING_MEMBER,IN_CYCLE,RETIREMENT,CPR_TOSSUP,COMMITTEE_ID,COMMITTEE_NAME,,
Pennsylvania,12,"Lee, Summer L.",Democratic,House,freshman,Y,Y,N,N,C00791780,SUMMER LEE FOR CONGRESS,,
Pennsylvania,13,"Joyce, John",Republican,House,incumbent,Y,Y,N,N,C00674259,DR JOHN JOYCE FOR CONGRESS,,
Pennsylvania,14,"Reschenthaler, Guy",Republican,House,incumbent,Y,Y,N,N,C00657833,GUY FOR CONGRESS,,
Pennsylvania,15,"Thompson, Glenn",Republican,House,incumbent,Y,Y,N,N,C00444620,FRIENDS OF GLENN THOMPSON,,
Pennsylvania,16,"Kelly, Mike",Republican,House,incumbent,Y,Y,N,N,C00474189,MIKE KELLY FOR CONGRESS,,
Pennsylvania,17,"Deluzio, Christopher R.",Democratic,House,freshman,Y,Y,N,N,C00787648,CHRIS DELUZIO FOR CONGRESS,,
Pennsylvania,Senator - At Large,"Casey, Robert P., Jr.",Democratic,Senate,incumbent,Y,Y,N,N,C00431056,BOB CASEY FOR SENATE INC,,
Pennsylvania,Senator - At Large,"Fetterman, John",Democratic,Senate,freshman,Y,N,N,N,C00765800,FETTERMAN FOR PA,,
Puerto Rico,At Large,"González-Colón, Jenniffer",Republican,House,incumbent,N,Y,N,N,C00588392,TODOS CON JENNIFFER INC.  DBA JENNIFFER FOR CONGRESS,,
Rhode Island,1,"Amo, Gabe",Democratic,House,freshman,Y,Y,N,N,C00838060,GABE AMO FOR CONGRESS,,
Rhode Island,2,"Magaziner, Seth",Democratic,House,freshman,Y,Y,N,N,C00802504,MAGAZINER FOR CONGRESS,,
Rhode Island,Senator - At Large,"Reed, Jack",Democratic,Senate,incumbent,Y,N,N,N,C00238907,THE REED COMMITTEE,,
Rhode Island,Senator - At Large,"Whitehouse, Sheldon",Democratic,Senate,incumbent,Y,Y,N,N,C00410803,WHITEHOUSE FOR SENATE,,
South Carolina,1,"Mace, Nancy",Republican,House,incumbent,Y,Y,N,N,C00710103,NANCY MACE FOR CONGRESS,,
South Carolina,2,"Wilson, Joe",Republican,House,incumbent,Y,Y,N,N,C00368522,JOE WILSON FOR CONGRESS,,
South Carolina,3,"Duncan, Jeff",Republican,House,incumbent,Y,Y,Y,N,C00460550,JEFF DUNCAN FOR CONGRESS,,
South Carolina,4,"Timmons, William R. IV",Republican,House,incumbent,Y,Y,N,N,C00668491,WILLIAM TIMMONS FOR CONGRESS,,
South Carolina,5,"Norman, Ralph",Republican,House,incumbent,Y,Y,N,N,C00633610,RALPH NORMAN FOR CONGRESS,,
South Carolina,6,"Clyburn, James E.",Democratic,House,incumbent,Y,Y,N,N,C00255562,FRIENDS OF JIM CLYBURN,,
South Carolina,7,"Fry, Russell",Republican,House,freshman,Y,Y,N,N,C00786657,FRY FOR CONGRESS,,
South Carolina,Senator - At Large,"Graham, Lindsey",Republican,Senate,incumbent,Y,N,N,N,C00458828,"TEAM GRAHAM, INC.",,
South Carolina,Senator - At Large,"Scott, Tim",Republican,Senate,incumbent,Y,N,N,N,C00540302,TIM SCOTT FOR AMERICA,,
South Dakota,At Large,"Johnson, Dusty",Republican,House,incumbent,Y,Y,N,N,C00628917,FRIENDS OF DUSTY JOHNSON,,
South Dakota,Senator - At Large,"Rounds, Mike",Republican,Senate,incumbent,Y,N,N,N,C00532465,ROUNDS FOR SENATE,,
South Dakota,Senator - At Large,"Thune, John",Republican,Senate,incumbent,Y,N,N,N,C00409581,FRIENDS OF JOHN THUNE,,
Tennessee,1,"Harshbarger, Diana",Republican,House,incumbent,Y,Y,N,N,C00741090,DIANA FOR CONGRESS,,IA-03 Nunn
Tennessee,2,"Burchett, Tim",Republican,House,incumbent,Y,Y,N,N,C00652149,BURCHETT FOR CONGRESS,,NY-19 Molinaro
Tennessee,3,"Fleischmann, Charles J. ""Chuck""",Republican,House,incumbent,Y,Y,N,N,C00461822,"CHUCK FLEISCHMANN FOR CONGRESS COMMITTEE, INC.",,OR-05 Chavez-DeRemer
Tennessee,4,"DesJarlais, Scott",Republican,House,incumbent,Y,Y,N,N,C00464073,FRIENDS OF SCOTT DESJARLAIS,,PA-10 Perry
Tennessee,5,"Ogles, Andrew",Republican,House,freshman,Y,Y,N,N,C00811844,ANDY OGLES FOR CONGRESS,,
Tennessee,6,"Rose, John W.",Republican,House,incumbent,Y,Y,N,N,C00652743,JOHN ROSE FOR TENNESSEE,,
Tennessee,7,"Green, Mark E.",Republican,House,incumbent,Y,Y,N,N,C00658385,MARK GREEN FOR CONGRESS,,
Tennessee,8,"Kustoff, David",Republican,House,incumbent,Y,Y,N,N,C00614826,KUSTOFF FOR CONGRESS,,
Tennessee,9,"Cohen, Steve",Democratic,House,incumbent,Y,Y,N,N,C00422980,COHEN FOR CONGRESS,,
Tennessee,Senator - At Large,"Blackburn, Marsha",Republican,Senate,incumbent,Y,Y,N,N,C00376939,MARSHA FOR SENATE,,
Tennessee,Senator - At Large,"Hagerty, Bill",Republican,Senate,incumbent,Y,N,N,N,C00718627,TEAM HAGERTY,,
Texas,1,"Moran, Nathaniel",Republican,House,freshman,Y,Y,N,N,C00796086,NATHANIEL MORAN FOR CONGRESS,,
Texas,2,"Crenshaw, Dan",Republican,House,incumbent,Y,Y,N,N,C00660795,DAN CRENSHAW FOR CONGRESS,,
Texas,3,"Self, Keith",Republican,House,freshman,Y,Y,N,N,C00791293,SELF FOR CONGRESS,,
Texas,4,"Fallon, Pat",Republican,House,incumbent,Y,Y,N,N,C00750307,FALLON FOR CONGRESS,,
Texas,5,"Gooden, Lance",Republican,House,incumbent,Y,Y,N,N,C00662601,LANCE GOODEN FOR CONGRESS COMMITTEE,,
Texas,6,"Ellzey, Jake",Republican,House,incumbent,Y,Y,N,N,C00770438,JAKE ELLZEY FOR CONGRESS,,
Texas,7,"Fletcher, Lizzie",Democratic,House,incumbent,Y,Y,N,N,C00640045,ELIZABETH PANNILL FLETCHER FOR CONGRESS,,
Texas,8,"Luttrell, Morgan",Republican,House,freshman,Y,Y,N,N,C00781112,TEXANS FOR MORGAN LUTTRELL,,
Texas,9,"Green, Al",Democratic,House,incumbent,Y,Y,N,N,C00578567,KEEP AL GREEN IN CONGRESS,,
Texas,10,"McCaul, Michael T.",Republican,House,incumbent,Y,Y,N,N,C00392688,"MCCAUL FOR CONGRESS, INC",,
Texas,11,"Pfluger, August",Republican,House,incumbent,Y,Y,N,N,C00719294,AUGUST PFLUGER FOR CONGRESS,,
Texas,12,"Granger, Kay",Republican,House,incumbent,Y,Y,Y,N,C00310532,KAY GRANGER CAMPAIGN FUND,,
Texas,13,"Jackson, Ronny",Republican,House,incumbent,Y,Y,N,N,C00730531,TEXANS FOR RONNY JACKSON,,
Texas,14,"Weber, Randy K., Sr.",Republican,House,incumbent,Y,Y,N,N,C00502229,WEBER FOR CONGRESS,,
Texas,15,"De La Cruz, Monica",Republican,House,freshman,Y,Y,N,N,C00765719,MONICA FOR CONGRESS,,
Texas,16,"Escobar, Veronica",Democratic,House,incumbent,Y,Y,N,N,C00653923,VERONICA ESCOBAR FOR CONGRESS,,
Texas,17,"Sessions, Pete",Republican,House,incumbent,Y,Y,N,N,C00303305,PETE SESSIONS FOR CONGRESS,,
Texas,18,"Carter, Erica Lee",Democratic,House,freshman,Y,Y,Y,N,C00886473,ERICA LEE CARTER FOR TEXAS,,
Texas,19,"Arrington, Jodey C.",Republican,House,incumbent,Y,Y,N,N,C00588657,TEXANS FOR JODEY ARRINGTON,,
Texas,20,"Castro, Joaquin",Democratic,House,incumbent,Y,Y,N,N,C00497933,CASTRO FOR CONGRESS,,
Texas,21,"Roy, Chip",Republican,House,incumbent,Y,Y,N,N,C00662767,CHIP ROY FOR CONGRESS,,
Texas,22,"Nehls, Troy E.",Republican,House,incumbent,Y,Y,N,N,C00730150,NEHLS FOR CONGRESS,,
Texas,23,"Gonzales, Tony",Republican,House,incumbent,Y,Y,N,N,C00706614,TONY GONZALES FOR CONGRESS,,
Texas,24,"Van Duyne, Beth",Republican,House,incumbent,Y,Y,N,N,C00714865,BETH VAN DUYNE FOR CONGRESS,,
Texas,25,"Williams, Roger",Republican,House,incumbent,Y,Y,N,N,C00498121,ROGER WILLIAMS FOR U S CONGRESS COMMITTEE,,
Texas,26,"Burgess, Michael C.",Republican,House,incumbent,Y,Y,Y,N,C00372532,MICHAEL BURGESS FOR CONGRESS,,
Texas,27,"Cloud, Michael",Republican,House,incumbent,Y,Y,N,N,C00655332,CLOUD FOR CONGRESS,,
Texas,28,"Cuellar, Henry",Democratic,House,incumbent,Y,Y,N,N,C00371302,TEXANS FOR HENRY CUELLAR CONGRESSIONAL CAMPAIGN,,
Texas,29,"Garcia, Sylvia R.",Democratic,House,incumbent,Y,Y,N,N,C00660555,SYLVIA GARCIA FOR CONGRESS,,
Texas,30,"Crockett, Jasmine",Democratic,House,freshman,Y,Y,N,N,C00795450,JASMINE FOR US,,
Texas,31,"Carter, John R.",Republican,House,incumbent,Y,Y,N,N,C00371203,JOHN CARTER FOR CONGRESS,,
Texas,32,"Allred, Colin Z.",Democratic,House,incumbent,Y,Y,Y,N,C00637868,COLIN ALLRED FOR CONGRESS,,
Texas,33,"Veasey, Marc A.",Democratic,House,incumbent,Y,Y,N,N,C00506832,MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE,,
Texas,34,"Gonzalez, Vicente",Democratic,House,incumbent,Y,Y,N,N,C00592659,VICENTE GONZALEZ FOR CONGRESS,,
Texas,35,"Casar, Greg",Democratic,House,freshman,Y,Y,N,N,C00791897,GREG CASAR FOR CONGRESS,,
Texas,36,"Babin, Brian",Republican,House,incumbent,Y,Y,N,N,C00553859,DR. BRIAN BABIN FOR CONGRESS,,
Texas,37,"Doggett, Lloyd",Democratic,House,incumbent,Y,Y,N,N,C00286500,DOGGETT FOR CONGRESS,,
Texas,38,"Hunt, Wesley",Republican,House,freshman,Y,Y,N,N,C00701003,HUNT FOR CONGRESS,,
Texas,Senator - At Large,"Cruz, Ted",Republican,Senate,incumbent,Y,Y,N,N,C00492785,TED CRUZ FOR SENATE,,
Texas,Senator - At Large,"Cornyn, John",Republican,Senate,incumbent,Y,N,N,N,C00369033,TEXANS FOR SENATOR JOHN CORNYN INC.,,
Utah,1,"Moore, Blake D.",Republican,House,incumbent,Y,Y,N,N,C00738872,BLAKE MOORE FOR CONGRESS,,
Utah,2,"Maloy, Celeste",Republican,House,freshman,Y,Y,N,N,C00842765,CELESTE FOR CONGRESS,,
Utah,3,"Curtis, John R.",Republican,House,incumbent,Y,Y,Y,N,C00647339,CURTIS FOR CONGRESS,,
Utah,4,"Owens, Burgess",Republican,House,incumbent,Y,Y,N,N,C00725853,BURGESS 4 UTAH,,
Utah,Senator - At Large,"Lee, Mike",Republican,Senate,incumbent,Y,N,N,N,C00473827,FRIENDS OF MIKE LEE INC,,
Utah,Senator - At Large,"Romney, Mitt",Republican,Senate,incumbent,Y,"NA, RETIRED",Y,N,C00670695,ROMNEY FOR UTAH INC,,
Vermont,At Large,"Balint, Becca",Democratic,House,freshman,Y,Y,N,N,C00797175,BECCA BALINT FOR VERMONT,,
Vermont,Senator - At Large,"Sanders, Bernard",Independent,Senate,incumbent,Y,Y,N,N,C00411330,FRIENDS OF BERNIE SANDERS,,
Vermont,Senator - At Large,"Welch, Peter",Democratic,Senate,freshman,Y,N,N,N,C00795252,WELCH FOR VERMONT,,
Virgin Islands,At Large,"Plaskett, Stacey E.",Democratic,House,incumbent,N,Y,N,N,C00528182,VIRGIN ISLANDS FOR PLASKETT,,
Virginia,1,"Wittman, Robert J.",Republican,House,incumbent,Y,Y,N,N,C00441014,ROB WITTMAN FOR CONGRESS,,
Virginia,2,"Kiggans, Jennifer A",Republican,House,freshman,Y,Y,N,N,C00776120,KIGGANS FOR CONGRESS,,
Virginia,3,"Scott, Robert C. ""Bobby""",Democratic,House,incumbent,Y,Y,N,N,C00256925,SCOTT FOR CONGRESS,,
Virginia,4,"McClellan, Jennifer ",Democratic,House,freshman,Y,Y,N,N,C00829812,MCCLELLAN FOR CONGRESS,,
Virginia,5,"Good, Bob",Republican,House,incumbent,Y,Y,N,N,C00721308,GOOD FOR CONGRESS,,
Virginia,6,"Cline, Ben",Republican,House,incumbent,Y,Y,N,N,C00661561,"BEN CLINE FOR CONGRESS, INC.",,
Virginia,7,"Spanberger, Abigail Davis",Democratic,House,incumbent,Y,Y,Y,N,C00649913,SPANBERGER FOR CONGRESS,,
Virginia,8,"Beyer, Donald S., Jr.",Democratic,House,incumbent,Y,Y,N,N,C00555888,FRIENDS OF DON BEYER,,
Virginia,9,"Griffith, H. Morgan",Republican,House,incumbent,Y,Y,N,N,C00477240,MORGAN GRIFFITH FOR CONGRESS,,
Virginia,10,"Wexton, Jennifer",Democratic,House,incumbent,Y,Y,Y,N,C00638023,WEXTON FOR CONGRESS,,
Virginia,11,"Connolly, Gerald E.",Democratic,House,incumbent,Y,Y,N,N,C00445452,CONNOLLY FOR CONGRESS,,
Virginia,Senator - At Large,"Kaine, Tim",Democratic,Senate,incumbent,Y,Y,N,N,C00495358,KAINE FOR VIRGINIA,,
Virginia,Senator - At Large,"Warner, Mark R.",Democratic,Senate,incumbent,Y,N,N,N,C00438713,FRIENDS OF MARK WARNER,,
Washington,1,"DelBene, Suzan K.",Democratic,House,incumbent,Y,Y,N,N,C00459099,DELBENE FOR CONGRESS,,
Washington,2,"Larsen, Rick",Democratic,House,incumbent,Y,Y,N,N,C00345546,CITIZENS TO ELECT RICK LARSEN,,
Washington,3,"Perez, Marie Gluesenkamp",Democratic,House,freshman,Y,Y,N,Y,C00806174,MARIE FOR CONGRESS,,
Washington,4,"Newhouse, Dan",Republican,House,incumbent,Y,Y,N,N,C00559393,DAN NEWHOUSE FOR CONGRESS,,
Washington,5,"McMorris Rodgers, Cathy",Republican,House,incumbent,Y,Y,Y,N,C00390476,CATHY MCMORRIS RODGERS FOR CONGRESS,,
Washington,6,"Kilmer, Derek",Democratic,House,incumbent,Y,Y,Y,N,C00514893,PEOPLE FOR DEREK KILMER,,
Washington,7,"Jayapal, Pramila",Democratic,House,incumbent,Y,Y,N,N,C00605592,PRAMILA FOR CONGRESS,,
Washington,8,"Schrier, Kim",Democratic,House,incumbent,Y,Y,N,N,C00652628,DR KIM SCHRIER FOR CONGRESS,,
Washington,9,"Smith, Adam",Democratic,House,incumbent,Y,Y,N,N,C00304709,ADAM SMITH FOR CONGRESS COMMITTEE,,
Washington,10,"Strickland, Marilyn",Democratic,House,incumbent,Y,Y,N,N,C00732826,STRICKLAND FOR WASHINGTON,,
Washington,Senator - At Large,"Cantwell, Maria",Democratic,Senate,incumbent,Y,Y,N,N,C00349506,FRIENDS OF MARIA,,
Washington,Senator - At Large,"Murray, Patty",Democratic,Senate,incumbent,Y,N,N,N,C00257642,PEOPLE FOR PATTY MURRAY,,
West Virginia,1,"Miller, Carol D.",Republican,House,incumbent,Y,Y,N,N,C00653220,CAROL FOR CONGRESS,,
West Virginia,2,"Mooney, Alexander X.",Republican,House,incumbent,Y,Y,Y,N,C00768705,MOONEY FOR CONGRESS 2022,,
West Virginia,Senator - At Large,"Capito, Shelley Moore",Republican,Senate,incumbent,Y,N,N,N,C00539825,CAPITO FOR WEST VIRGINIA,,
West Virginia,Senator - At Large,"Manchin, Joe, III",Democratic,Senate,incumbent,Y,"NA, RETIRED",Y,N,C00486563,MANCHIN FOR WEST VIRGINIA,,
Wisconsin,1,"Steil, Bryan",Republican,House,incumbent,Y,Y,N,N,C00677286,"STEIL FOR WISCONSIN, INC.",,
Wisconsin,2,"Pocan, Mark",Democratic,House,incumbent,Y,Y,N,N,C00502179,MARK POCAN FOR CONGRESS,,
Wisconsin,3,"Van Orden, Derrick",Republican,House,freshman,Y,Y,N,N,C00742007,VAN ORDEN FOR CONGRESS,,
Wisconsin,4,"Moore, Gwen",Democratic,House,incumbent,Y,Y,N,N,C00397505,MOORE FOR CONGRESS,,
Wisconsin,5,"Fitzgerald, Scott",Republican,House,incumbent,Y,Y,N,N,C00720011,SCOTT FITZGERALD FOR CONGRESS,,
Wisconsin,6,"Grothman, Glenn",Republican,House,incumbent,Y,Y,N,N,C00561597,GLENN GROTHMAN FOR CONGRESS,,
Wisconsin,7,"Tiffany, Thomas P.",Republican,House,incumbent,Y,Y,N,N,C00718635,"TIFFANY FOR WISCONSIN, INC.",,
Wisconsin,8,"Wied, Tony",Republican,House,freshman,Y,Y,N,N,C00875518,TONY WIED FOR CONGRESS,,
Wisconsin,Senator - At Large,"Baldwin, Tammy",Democratic,Senate,incumbent,Y,Y,N,N,C00326801,TAMMY BALDWIN FOR SENATE,,
Wisconsin,Senator - At Large,"Johnson, Ron",Republican,Senate,incumbent,Y,N,N,N,C00482984,"RON JOHNSON FOR SENATE, INC.",,
Wyoming,At Large,"Hageman, Harriet M.",Republican,House,freshman,Y,Y,N,N,C00788943,HAGEMAN FOR WYOMING,,
Wyoming,Senator - At Large,"Barrasso, John",Republican,Senate,incumbent,Y,Y,N,N,C00436386,FRIENDS OF JOHN BARRASSO,,
Wyoming,Senator - At Large,"Lummis, Cynthia M.",Republican,Senate,incumbent,Y,N,N,N,C00443580,LUMMIS FOR WYOMING INC.,,
